Phylostrata,ZFIN_ID,PhylostrataName
1,ZDB-GENE-040724-254,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-256,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-26,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-262,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-264,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-272,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-32,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-39,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-44,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-45,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-60,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-62,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-66,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-67,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-70,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-72,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-73,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-74,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-75,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-77,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-91,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-92,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-93,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040724-84,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040727-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-106,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-107,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-109,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-111,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-115,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-12,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-121,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-128,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-130,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-131,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-132,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-133,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-136,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-138,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-142,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-147,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-151,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-154,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-15,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-16,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-160,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-161,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-162,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-164,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-165,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-175,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-176,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-178,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-179,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-168,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-185,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-186,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-188,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-182,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-183,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-190,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-192,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-20,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-200,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-198,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-210,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-208,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-216,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-217,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-227,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-23,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-230,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-233,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-234,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-238,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-24,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-242,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-245,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-246,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-250,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-253,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-254,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-261,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-262,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-264,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-040801-267,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041111-303,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041111-310,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041112-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-102,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-103,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-104,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041111-75,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-109,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-11,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-111,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-113,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-118,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-122,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-124,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-125,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-127,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-134,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-143,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-151,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-161,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-163,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-159,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-166,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-167,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-177,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-179,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-18,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-170,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-185,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-187,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-19,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-191,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-195,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-196,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-20,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-202,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-205,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-206,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-22,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-23,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-24,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-30,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-36,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-37,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-49,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-53,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-57,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-58,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-6,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-67,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-80,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-82,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-83,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-84,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-85,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-87,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-88,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-89,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-9,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041114-90,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041117-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-10,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-11,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-12,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-13,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-14,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-15,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-16,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-17,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-18,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-4,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-5,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-6,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-7,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-8,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041118-9,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041121-11,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041121-17,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041121-5,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041122-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041124-2,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041124-3,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041205-1,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-106,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-110,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-114,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-116,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-122,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-123,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-129,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-132,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-162,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-165,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-173,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-179,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-180,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-190,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-191,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-193,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-195,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-197,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-201,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-202,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-203,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-205,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-206,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-207,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-210,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-213,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-215,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-218,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-219,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-227,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-234,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-235,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-236,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-239,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-253,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-254,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-256,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-258,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-265,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-268,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-271,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-276,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-278,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-283,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-284,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-285,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-286,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-287,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-288,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-289,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-290,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-291,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-041210-295,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-265,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-27,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-271,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-274,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-277,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-283,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-287,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-279,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-291,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-297,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-298,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-302,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-294,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-308,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-317,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-327,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-328,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-329,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-332,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-333,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-322,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-323,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-340,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-341,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-342,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-343,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-337,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-345,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-352,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-348,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-360,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-361,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-365,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-366,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-367,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-375,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-376,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-377,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-383,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-384,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-386,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-387,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-388,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-399,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-401,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-411,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-412,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-406,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-417,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-421,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-427,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-435,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-436,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-437,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-440,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-441,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-444,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-448,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-450,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-456,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-46,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-462,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-47,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-471,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-473,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-62,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-63,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-68,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-7,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-76,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-78,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-8,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-81,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-93,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-94,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-95,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-83,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-86,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-87,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-9,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050417-90,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-11,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-115,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-117,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-118,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-112,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-126,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-130,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-142,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-156,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-158,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-160,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-161,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-167,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-169,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-171,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-164,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-175,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-176,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-188,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-182,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-183,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-197,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-20,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-207,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-209,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-212,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-214,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-217,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-219,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-220,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-221,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-222,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-232,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-234,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-235,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-242,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-245,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-252,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-253,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-255,Life before LCA of Cellular organisms  -  cellular organisms
1,ZDB-GENE-050419-256,Life before LCA of Cellular organisms  -  cellular organisms
